component,pattern,column
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__energy_efficient_refrigerators_allow_you_to_save_substantial_energy_even_more_than_100_per_year_in_some_cases_this_means_that_in_a_couple_of_years_the_efficient_option_might_in_some_cases_pay_its_extra_costs_only_with_the_energy_saved_in_how_many_years_does_the_efficient_option_need_to_pay_back_its_extra_cost_for_you_to_invest_in_it_id67
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__energy_storage_systems_could_be_used_not_only_to_store_energy_surpluses_from_photovoltaic_solar_panels_allowing_to_generate_up_to_90_percent_of_the_energy_you_consume_but_could_also_provide_other_revenues_like_participating_in_local_flexibility_markets_voltage_regulation_etc_this_means_that_in_a_couple_of_years_the_revenues_from_the_energy_storage_system_will_have_paid_its_cost_in_how_many_years_does_the_energy_storage_system_need_to_pay_back_for_you_to_invest_in_it_id183
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__heating_systems_based_on_heat_pumps_allow_you_to_save_substantial_energy_in_some_cases_heat_pumps_could_use_only_one_fifth_of_the_energy_of_a_similar_heating_system_this_means_that_in_a_couple_of_years_the_high_cost_of_the_heat_pump_will_be_amortized_only_with_the_energy_saved_in_how_many_years_does_the_heat_pump_need_to_pay_back_for_you_to_invest_in_it_id241
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_a_diesel_or_gasoline_mid_range_brand_new_car_costs_in_id264
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_a_gas_boiler_costs_for_multifamily_buildings_with_central_heating_please_think_on_how_much_per_household_costs_id140
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_a_mid_range_brand_new_electric_car_costs_id265
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_a_regular_refrigerator_costs_for_personal_use_id42
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_a_solar_photovoltaic_system_costs_for_multifamily_buildings_please_think_on_how_much_per_household_costs_id68
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_an_energy_efficient_e_g_a_label_or_similar_refrigerator_costs_for_personal_use_id45
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_an_energy_efficient_heating_system_e_g_a_heat_pump_costs_id209
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_an_energy_storage_system_like_batteries_costs_for_multifamily_buildings_please_think_on_how_much_per_household_costs_id142
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_do_you_think_updating_to_a_state_of_the_art_insulation_for_your_fazade_without_changing_windows_of_your_house_cost_for_multifamily_buildings_please_think_on_how_much_per_household_costs_id47
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_an_electric_car_have_to_cost_for_you_to_invest_in_it_please_answer_0_if_you_never_are_willing_to_pay_any_extra_cost_for_a_car_id290
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_an_energy_storage_system_have_to_cost_for_you_to_invest_in_it_please_answer_0_if_you_never_are_willing_to_install_it_id182
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_it_have_to_cost_the_energy_efficient_option_for_you_to_buy_it_please_answer_0_if_you_never_are_willing_to_pay_any_extra_cost_for_energy_efficiency_id20
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_it_have_to_cost_the_energy_efficient_option_for_you_to_buy_it_please_answer_0_if_you_never_are_willing_to_pay_any_extra_cost_for_energy_efficiency_id239
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_it_have_to_cost_the_energy_efficient_option_for_you_to_buy_it_please_answer_0_if_you_never_are_willing_to_pay_any_extra_cost_for_energy_efficiency_id66
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__how_much_does_the_photovoltaic_system_have_to_cost_for_you_to_invest_in_it_please_answer_0_if_you_never_are_willing_to_install_it_id132
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__if_you_have_15_minutes_more_we_would_be_delighted_if_you_could_answer_some_questions_about_investment_decission_id136
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__j_i_always_review_and_assess_the_pros_and_cons_of_my_decisions_looking_for_the_most_cost_effective_option_id106
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__l_feeling_that_i_am_competent_to_make_an_investment_is_what_guides_my_decision_making_id104
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__m_i_carefully_check_that_the_technology_or_equipment_fits_my_lifestyle_or_the_technical_requirements_before_making_an_investment_decision_id103
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__now_assume_that_the_government_gives_you_an_interest_free_credit_with_a_long_term_payment_period_for_the_total_cost_of_the_refurbishment_how_much_will_you_be_willing_to_invest_in_that_case_id192
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__r_self_sufficiency_and_individual_sovereignty_is_what_guide_my_decisions_i_will_only_make_a_decision_if_i_feel_that_the_investment_will_improve_my_control_of_all_circumstances_and_potential_outcomes_id109
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__u_i_firmly_believe_that_we_live_in_a_society_where_we_have_to_adhere_to_regulations_laws_and_community_agreements_by_all_means_so_my_investment_decision_has_to_agree_with_this_vision_id114
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__v_my_investment_decisions_are_influenced_by_the_opinions_of_others_such_as_my_peers_relatives_or_family_id115
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__w_i_only_make_an_investment_decision_if_it_fulfill_a_social_need_or_improve_the_society_as_a_whole_id117
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__x_i_will_only_make_an_investment_decision_if_it_improves_my_possibilities_to_socialise_with_my_peers_and_relatives_id116
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__y_i_will_only_make_an_investment_decision_if_the_people_affected_by_it_for_example_my_relatives_peers_or_the_community_agree_with_the_decision_cohesively_id118
tariffs_costs_payback,tariff|bill|cost|price|payback|subsid|grant|investment|saving,why__z_i_love_to_test_new_ideas_and_cutting_edge_technology_so_novelty_is_what_drives_my_investment_decisions_id121
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_energy_efficient_appliances
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_envelope_renovation_e_g_wall_roof_insulation_double_windows
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_heat_pump_based_heating_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_heat_recovery_mechanical_ventilation
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_join_an_energy_community
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_rooftop_photovoltaic_system_solar_pv
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__for_each_of_the_following_technologies_decisions_or_behaviours_smart_home_systems
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__if_you_were_planning_a_major_energy_renovation_for_your_home_e_g_replacing_your_heating_system_or_upgrading_insulation_which_of_the_following_sources_would_you_trust_most_for_advice_please_select_up_to_three_options
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__if_you_were_undertaking_a_major_home_renovation_e_g_replacing_your_heating_system_or_upgrading_insulation_which_channels_would_you_trust_most_for_information_please_rank_the_following_from_most_trusted_top_to_least_trusted_bottom
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_balcony_solar_kits
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_change_of_electricity_tariff_e_g_switching_to_a_time_of_use_tariff
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_cooling_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_domestic_hot_water_system_e_g_gas_boiler_electric_water_heater_thermo_solar_thermal_system
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_electric_vehicle
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_elevator
technology_adoption,stage|adoption|implemented|consider|technology|heat_pump|solar|pv|insulation|battery|ventilation|tariff|appliance|smart_home|energy_community,rv_concerns2__please_indicate_when_the_technology_decision_was_implemented_or_contracted_if_it_was_part_of_the_original_building_and_has_never_been_upgraded_please_indicate_the_age_of_the_building_energy_efficient_appliances
