"","survey","variable","question"
"513","poverty","which_factors_regularly_limit_where_you_go_or_how_often_you_visit_certain_services_please_consider_the_places_you_skip_because_the_cost_in_money_time_or_comfort_feels_too_high_health_centre_or_clinic_appointments","Which factors regularly limit where you go or how often you visit certain services? Please consider the places you skip because the 'cost' (in money, time, or comfort) feels too high.: Health centre or clinic appointments"
"514","poverty","please_select_disagree","Please select “Disagree”."
"515","poverty","thank_you_for_reaching_this_point_in_the_survey_you_may_continue_if_you_have_time_or_finish_now_if_you_prefer_do_you_have_time_to_continue","Thank you for reaching this point in the survey. You may continue if you have time, or finish now if you prefer. Do you have time to continue?"
"516","poverty","at_the_end_of_the_survey_you_will_be_provided_two_links_to_continue_it_in_order_to_be_able_to_merge_your_answers_from_the_surveys_we_need_you_to_select_a_5_characters_identification_code_it_could_be_any_combination_of_letters_but_we_suggest_your_initials_plus_the_last_digits_of_your_birth_year_remember_to_copy_and_paste_it","At the end of the survey you will be provided two links to continue it. In order to be able to merge your answers from the surveys, we need you to select a 5 characters identification code. It could be any combination of letters but we suggest your initials plus the last digits of your birth year. Remember to copy and paste it!"
"517","poverty","is_there_anything_else_you_would_like_to_share_with_us_regarding_your_experience_with_this_survey","Is there anything else you would like to share with us regarding your experience with this survey?"
"518","energy_crisis","do_you_have_a_prolific_id_or_an_identification_code_from_a_previous_survey","Do you have a Prolific ID or an identification code from a previous survey?"
"519","energy_crisis","please_provide_your_prolific_id","Please provide your Prolific ID."
"520","energy_crisis","have_you_ever_taken_a_survey_about_this_project_before","Have you ever taken a survey about this project before?"
"521","energy_crisis","please_provide_your_identification_code","Please provide your identification code."
"522","energy_crisis","please_enter_your_year_of_birth","Please enter your year of birth."
"523","energy_crisis","what_is_your_gender","What is your gender?"
"524","energy_crisis","in_which_country_do_you_currently_live","In which country do you currently live?"
"525","energy_crisis","what_is_the_approximate_population_size_of_the_city_where_you_live","What is the approximate population size of the city where you live?"
"526","energy_crisis","in_which_climate_zone_do_you_live_please_select_the_option_that_corresponds_to_your_location_if_you_re_not_sure_which_climate_zone_you_live_in_please_refer_to_the_map_below_or_select_the_option_that_best_matches_your_region","In which climate zone do you live? Please select the option that corresponds to your location. If you’re not sure which climate zone you live in, please refer to the map below or select the option that best matches your region."
"527","energy_crisis","what_type_of_household_do_you_live_in_please_select_the_option_that_best_describes_your_household","What type of household do you live in? Please select the option that best describes your household."
"528","energy_crisis","what_is_the_current_tenure_status_of_your_home","What is the current tenure status of your home?"
"529","energy_crisis","what_is_the_highest_level_of_education_that_you_have_completed_if_you_are_currently_studying_and_have_not_yet_completed_a_level_please_select_the_last_level_you_have_finished","What is the highest level of education that you have completed? If you are currently studying and have not yet completed a level, please select the last level you have finished."
"530","energy_crisis","what_is_your_current_employment_status_please_indicate_your_main_contractual_status_if_you_are_temporarily_on_leave_such_as_sick_leave_parental_leave_or_a_temporary_reduction_in_working_hours_please_report_your_usual_employment_status","What is your current employment status? Please indicate your main contractual status. If you are temporarily on leave — such as sick leave, parental leave, or a temporary reduction in working hours — please report your usual employment status."
"531","energy_crisis","do_you_have_any_health_condition_or_functional_limitation_that_requires_assistance_from_other_people_for_daily_activities_e_g_help_with_traveling_personal_care_or_household_tasks","Do you have any health condition or functional limitation that requires assistance from other people for daily activities? (e.g., help with traveling, personal care, or household tasks.)"
"532","energy_crisis","in_a_typical_day_what_is_the_total_distance_you_travel_please_include_all_trips_and_all_modes_of_transport_car_bicycle_public_transport_walking_etc","In a typical day, what is the total distance you travel? Please include all trips and all modes of transport: car, bicycle, public transport, walking, etc."
"533","energy_crisis","in_a_typical_day_how_much_total_time_do_you_spend_travelling_please_include_all_trips_and_all_modes_of_transport","In a typical day, how much total time do you spend travelling? Please include all trips and all modes of transport."
"534","energy_crisis","do_you_currently_work_or_study_from_home","Do you currently work or study from home?"
"535","energy_crisis","which_of_the_following_best_describes_your_usual_travel_role","Which of the following best describes your usual travel role?"
"536","energy_crisis","which_of_the_following_best_describes_your_general_approach_to_voting_in_elections","Which of the following best describes your general approach to voting in elections?"
