participant_id,stage,technology_raw,dimensions_raw,technology
245,Aware / would consider,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;SECURITY: The level of security and reliability involved, including legal certainty, safety risks, and trust in institutions, people, and technologies.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
246,Aware / would consider,Heat pump based heating system.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Heat pump
247,Aware / would consider,Energy storage systems.,"AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy storage systems
248,Aware / would consider,Rooftop photovoltaic system (Solar PV).,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Envelope renovation
249,Aware / would consider,Join an Energy Community.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Energy community
250,Aware / would consider,Electric vehicle.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.;RELATEDNESS: How the renovation affects my relationships, social environment, and interactions with neighbours, family, or the wider community.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Electric vehicle
251,Aware / would consider,Smart home devices.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;AUTONOMY: The degree of personal control, effort, and long-term commitment required, and whether I feel able to sustain the decision over time.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Smart home systems
252,Aware / would consider,Elevator.,NA,Elevator
253,Aware / would consider,"Envelope renovation (e.g. wall/roof insulation, double windows).",NA,Envelope renovation
255,Aware / would consider,Balcony solar kits.,NA,Balcony solar kits
256,Aware / would consider,Energy storage systems.,"FINANCIAL: Economic implications of the renovation, including costs, financial risks, access to funding, and potential economic benefits or losses.",Energy storage systems
257,Aware / would consider,Balcony solar kits.,NA,Balcony solar kits
258,Aware / would consider,Heat recovery mechanical ventilation.,"PHYSIOLOGICAL: The impact of the renovation on health, physical wellbeing, and everyday comfort in the home.",Heat recovery ventilation
259,Aware / would consider,Electric vehicle.,"COMPETENCE: How manageable the renovation feels in terms of knowledge, skills, technical feasibility, and my ability to make informed decisions.;STIMULATION: Whether the renovation feels interesting, engaging, or motivating, for example because it involves learning something new or trying innovative solutions.;MEANING: Whether the renovation aligns with my values and sense of purpose, such as contributing to climate protection or doing something meaningful.",Electric vehicle
